transaction_id,customer_id,payment_date,amount,plan_type
655,330,2024-07-15,20.16,Premium
656,1066,2024-04-17,19.299999999999997,Premium
657,992,2024-06-07,21.25,Premium
658,346,2024-07-08,19.729999999999997,Premium
659,1318,2023-12-06,50.78,Enterprise
660,1602,2024-01-31,21.799999999999997,Premium
661,362,2024-08-03,8.57,Basic
662,87,2024-06-12,49.96,Enterprise
663,1574,2024-04-08,18.84,Premium
664,718,2023-12-02,50.730000000000004,Enterprise
665,1438,2024-03-30,48.14,Enterprise
666,1042,2024-03-28,10.68,Basic
667,906,2024-02-22,51.32,Enterprise
668,27,2024-09-11,20.279999999999998,Premium
669,1063,2023-11-26,18.349999999999998,Premium
670,1161,2024-10-09,49.4,Enterprise
671,1307,2024-03-23,18.84,Premium
672,433,2024-09-19,50.190000000000005,Enterprise
673,1520,2024-10-02,18.95,Premium
674,1857,2024-11-18,9.42,Basic
675,1323,2024-02-09,20.209999999999997,Premium
676,1569,2024-02-29,51.010000000000005,Enterprise
677,1887,2024-08-22,49.72,Enterprise
678,476,2024-07-30,19.439999999999998,Premium
679,1465,2024-06-25,11.31,Basic
680,177,2024-10-21,21.369999999999997,Premium
681,48,2024-02-13,49.260000000000005,Enterprise
682,1027,2024-02-04,48.18,Enterprise
683,426,2024-03-08,10.55,Basic
684,839,2024-07-03,49.22,Enterprise
685,1769,2024-07-27,9.67,Basic
686,139,2024-05-18,51.260000000000005,Enterprise
687,481,2024-08-10,18.36,Premium
688,1888,2024-03-09,48.14,Enterprise
689,1602,2024-09-12,19.099999999999998,Premium
690,1159,2024-09-21,21.299999999999997,Premium
691,1855,2024-03-18,9.97,Basic
692,1649,2024-03-17,10.51,Basic
693,794,2023-12-26,48.440000000000005,Enterprise
694,1439,2024-02-04,9.08,Basic
695,957,2024-09-11,20.27,Premium
696,868,2024-03-17,48.38,Enterprise
697,1589,2024-05-30,8.780000000000001,Basic
698,474,2024-06-15,18.72,Premium
699,885,2024-06-11,9.52,Basic
700,995,2024-03-19,19.47,Premium
701,936,2024-01-01,18.259999999999998,Premium
702,586,2024-07-19,49.06,Enterprise
703,1948,2024-02-03,21.669999999999998,Premium
704,1502,2024-07-20,51.67,Enterprise
705,1142,2024-02-01,21.689999999999998,Premium
706,767,2024-06-01,21.43,Premium
707,8,2024-03-12,50.7,Enterprise
708,813,2024-10-15,10.23,Basic
709,284,2024-11-03,8.43,Basic
710,1046,2024-11-03,18.08,Premium
711,362,2024-03-17,51.02,Enterprise
712,1970,2024-03-11,50.92,Enterprise
713,1841,2024-04-14,51.89,Enterprise
714,559,2024-02-07,49.690000000000005,Enterprise
715,1671,2024-01-18,9.11,Basic
716,1540,2024-04-04,19.709999999999997,Premium
717,185,2023-12-04,11.92,Basic
718,1748,2024-05-05,11.86,Basic
719,911,2024-06-19,11.790000000000001,Basic
720,25,2024-04-02,50.050000000000004,Enterprise
721,1694,2024-06-30,20.259999999999998,Premium
722,1111,2023-12-07,48.940000000000005,Enterprise
723,1470,2024-04-19,50.31,Enterprise
724,1883,2023-12-01,49.77,Enterprise
725,488,2024-04-05,9.030000000000001,Basic
726,1545,2024-04-08,19.49,Premium
727,1020,2024-08-11,51.910000000000004,Enterprise
728,1618,2024-02-13,8.07,Basic
729,1977,2024-02-10,19.119999999999997,Premium
730,1877,2023-12-14,8.31,Basic
731,277,2024-04-25,49.09,Enterprise
732,1159,2024-06-18,8.89,Basic
733,1736,2024-08-05,50.440000000000005,Enterprise
734,170,2024-11-17,20.889999999999997,Premium
735,837,2024-03-11,50.21,Enterprise
736,64,2024-05-22,18.409999999999997,Premium
737,987,2024-08-29,49.53,Enterprise
738,277,2024-07-24,8.870000000000001,Basic
739,1754,2024-02-03,48.52,Enterprise
740,1788,2024-05-22,49.13,Enterprise
741,1545,2024-01-28,10.64,Basic
742,1421,2024-03-07,20.919999999999998,Premium
743,1243,2024-10-14,20.819999999999997,Premium
744,220,2024-07-31,9.81,Basic
745,861,2024-04-28,48.07,Enterprise
746,884,2024-01-24,49.47,Enterprise
747,1812,2024-05-20,18.979999999999997,Premium
748,885,2024-10-16,10.26,Basic
749,222,2024-06-28,50.9,Enterprise
750,782,2023-12-25,49.010000000000005,Enterprise
751,306,2024-08-02,48.18,Enterprise
752,1401,2024-01-13,20.74,Premium
753,812,2024-01-30,9.78,Basic
754,1737,2024-10-14,49.64,Enterprise
755,139,2024-09-08,48.010000000000005,Enterprise
756,520,2024-02-07,21.869999999999997,Premium
757,1461,2024-09-18,19.52,Premium
758,1873,2024-10-29,20.22,Premium
759,709,2024-07-09,48.510000000000005,Enterprise
760,595,2024-07-19,8.120000000000001,Basic
761,433,2024-02-10,21.799999999999997,Premium
762,41,2023-12-24,48.52,Enterprise
763,1384,2024-06-24,49.4,Enterprise
764,45,2024-05-21,9.8,Basic
765,1786,2024-07-21,21.189999999999998,Premium
766,621,2023-12-09,49.54,Enterprise
767,107,2024-01-26,18.479999999999997,Premium
768,650,2024-05-15,51.24,Enterprise
769,419,2024-04-19,20.869999999999997,Premium
770,1009,2024-01-01,51.84,Enterprise
771,1906,2024-08-12,19.65,Premium
772,86,2024-03-05,18.07,Premium
773,1887,2024-09-06,49.99,Enterprise
774,436,2024-10-13,21.61,Premium
775,1906,2024-04-17,8.58,Basic
776,490,2024-06-14,50.330000000000005,Enterprise
777,1171,2024-09-09,9.94,Basic
778,413,2024-04-30,51.97,Enterprise
779,1730,2024-03-06,50.580000000000005,Enterprise
780,708,2023-12-04,50.440000000000005,Enterprise
781,172,2024-06-11,8.74,Basic
782,915,2023-12-08,49.0,Enterprise
783,1566,2024-06-18,51.45,Enterprise
784,1481,2024-03-15,9.26,Basic
785,1818,2024-07-27,11.68,Basic
786,492,2024-04-27,48.0,Enterprise
787,1890,2024-01-09,20.84,Premium
788,1850,2024-09-05,20.009999999999998,Premium
789,1377,2024-05-31,19.49,Premium
790,1237,2024-03-19,49.59,Enterprise
791,874,2024-01-25,48.72,Enterprise
792,261,2024-02-10,11.530000000000001,Basic
793,857,2024-10-11,19.799999999999997,Premium
794,1488,2024-09-04,10.86,Basic
795,283,2024-06-23,50.370000000000005,Enterprise
796,707,2024-08-11,49.28,Enterprise
797,1248,2024-01-28,9.98,Basic
798,1771,2024-07-02,50.15,Enterprise
799,873,2024-07-11,9.41,Basic
800,1906,2024-10-26,21.57,Premium
801,861,2024-09-09,51.18,Enterprise
802,611,2024-02-27,19.56,Premium
803,108,2024-10-04,49.080000000000005,Enterprise
804,645,2023-12-25,49.9,Enterprise
805,1736,2024-10-13,8.280000000000001,Basic
806,1984,2024-08-07,19.74,Premium
807,1858,2024-06-07,49.92,Enterprise
808,566,2023-12-01,19.369999999999997,Premium
809,1145,2024-10-17,8.4,Basic
810,799,2024-04-07,9.27,Basic
811,280,2024-07-18,51.14,Enterprise
812,1838,2024-03-07,8.120000000000001,Basic
813,1275,2024-07-11,11.91,Basic
814,1371,2024-10-30,19.99,Premium
815,891,2024-11-02,48.97,Enterprise
816,594,2024-08-28,49.29,Enterprise
817,955,2024-02-29,9.290000000000001,Basic
818,1526,2024-10-30,8.31,Basic
819,926,2024-10-03,20.08,Premium
820,1759,2024-10-27,10.97,Basic
821,908,2024-01-26,51.14,Enterprise
822,984,2024-03-23,21.93,Premium
823,1388,2024-10-21,19.7,Premium
824,1568,2024-06-17,10.47,Basic
825,1708,2024-03-06,50.88,Enterprise
826,1444,2024-09-15,51.31,Enterprise
827,1797,2023-12-07,50.09,Enterprise
828,1966,2024-10-18,8.35,Basic
829,233,2024-04-24,51.440000000000005,Enterprise
830,612,2024-03-16,48.61,Enterprise
831,495,2024-06-20,51.02,Enterprise
832,1691,2024-10-10,10.48,Basic
833,1523,2024-09-23,18.959999999999997,Premium
834,1013,2024-06-11,49.03,Enterprise
835,937,2024-09-25,19.11,Premium
836,1970,2024-11-03,21.47,Premium
837,1488,2024-05-29,8.13,Basic
838,351,2024-07-12,19.849999999999998,Premium
839,1750,2024-07-31,50.260000000000005,Enterprise
840,1387,2024-08-07,10.43,Basic
841,1090,2024-11-09,49.99,Enterprise
842,1608,2024-07-09,8.6,Basic
843,1015,2024-02-02,9.48,Basic
844,956,2023-12-09,8.55,Basic
845,1486,2024-07-02,49.830000000000005,Enterprise
846,1947,2024-03-31,50.45,Enterprise
847,1808,2024-05-19,51.620000000000005,Enterprise
848,650,2024-10-27,51.07,Enterprise
849,152,2023-12-25,18.419999999999998,Premium
850,640,2024-01-05,51.64,Enterprise
851,117,2024-02-08,20.02,Premium
852,759,2024-01-28,50.27,Enterprise
853,464,2024-06-08,8.84,Basic
854,42,2024-08-03,21.24,Premium
855,1153,2024-09-02,9.700000000000001,Basic
856,1189,2024-09-11,21.2,Premium
857,1619,2024-09-19,48.75,Enterprise
858,198,2024-06-19,21.5,Premium
859,1268,2024-09-30,10.88,Basic
860,1160,2024-01-28,11.58,Basic
861,691,2024-11-21,18.169999999999998,Premium
862,1143,2024-04-14,10.44,Basic
863,1697,2024-11-15,10.97,Basic
864,1326,2023-11-23,49.14,Enterprise
865,1430,2024-09-27,49.56,Enterprise
866,1455,2024-10-24,18.529999999999998,Premium
867,834,2024-04-09,8.85,Basic
868,976,2024-03-19,10.98,Basic
869,746,2024-08-23,49.72,Enterprise
870,1811,2024-07-01,8.22,Basic
871,667,2024-10-27,48.830000000000005,Enterprise
872,964,2024-04-08,9.84,Basic
873,338,2023-12-03,49.17,Enterprise
874,1910,2024-09-10,10.57,Basic
875,1359,2024-04-24,10.11,Basic
876,1345,2024-02-27,8.790000000000001,Basic
877,400,2024-09-26,10.89,Basic
878,731,2024-08-21,10.76,Basic
879,342,2023-12-04,51.93,Enterprise
880,1657,2024-09-21,50.940000000000005,Enterprise
881,1610,2024-09-30,9.27,Basic
882,1430,2024-09-30,48.61,Enterprise
883,690,2024-08-10,18.34,Premium
884,1587,2024-08-28,8.01,Basic
885,961,2024-01-30,50.43,Enterprise
886,982,2023-11-29,21.849999999999998,Premium
887,347,2023-12-09,18.939999999999998,Premium
888,1915,2024-04-23,19.36,Premium
889,1431,2024-03-13,50.9,Enterprise
890,1758,2024-09-20,21.33,Premium
891,840,2023-12-03,51.28,Enterprise
892,1253,2024-10-10,19.279999999999998,Premium
893,612,2024-06-11,48.36,Enterprise
894,308,2024-01-22,48.27,Enterprise
895,734,2024-06-28,8.21,Basic
896,54,2024-10-19,10.02,Basic
897,891,2024-01-09,50.22,Enterprise
898,1655,2024-07-06,19.88,Premium
899,1185,2024-04-11,11.280000000000001,Basic
900,1621,2024-09-08,19.59,Premium
901,1660,2024-02-06,19.549999999999997,Premium
902,313,2024-03-19,11.96,Basic
903,185,2024-06-14,21.709999999999997,Premium
904,557,2024-02-28,49.28,Enterprise
905,1812,2024-05-19,8.64,Basic
906,1075,2024-01-25,48.25,Enterprise
907,462,2024-05-06,48.620000000000005,Enterprise
908,860,2023-12-15,18.049999999999997,Premium
909,1830,2024-04-12,48.9,Enterprise
910,839,2024-08-24,49.89,Enterprise
911,1525,2024-06-01,51.53,Enterprise
912,402,2024-09-13,49.15,Enterprise
913,1617,2024-08-21,21.13,Premium
914,1986,2024-09-01,18.119999999999997,Premium
915,679,2024-01-18,20.88,Premium
916,977,2024-01-14,10.55,Basic
917,412,2024-06-18,48.97,Enterprise
918,1029,2024-09-06,11.98,Basic
919,1103,2024-08-24,21.159999999999997,Premium
920,1855,2024-10-27,19.099999999999998,Premium
921,1874,2024-04-20,50.660000000000004,Enterprise
922,1871,2024-10-24,20.68,Premium
923,535,2024-03-29,9.19,Basic
924,1190,2024-07-08,51.660000000000004,Enterprise
925,629,2024-11-13,20.75,Premium
926,414,2023-12-28,48.550000000000004,Enterprise
927,877,2024-02-16,19.84,Premium
928,1466,2024-06-05,18.229999999999997,Premium
929,855,2024-11-02,51.04,Enterprise
930,378,2024-05-06,48.300000000000004,Enterprise
931,1010,2024-01-11,19.799999999999997,Premium
932,1442,2024-06-16,18.38,Premium
933,367,2024-09-10,11.42,Basic
934,361,2024-11-03,50.1,Enterprise
935,702,2024-03-27,21.759999999999998,Premium
936,1037,2024-04-09,21.0,Premium
937,955,2023-12-16,11.35,Basic
938,104,2024-07-04,8.71,Basic
939,1813,2024-07-16,19.74,Premium
940,565,2024-08-05,8.280000000000001,Basic
941,1067,2024-09-18,49.480000000000004,Enterprise
942,1173,2024-08-20,49.86,Enterprise
943,1691,2024-01-14,9.73,Basic
944,1836,2024-10-21,48.54,Enterprise
945,1658,2024-10-15,18.439999999999998,Premium
946,1821,2024-10-19,21.279999999999998,Premium
947,41,2024-03-03,21.349999999999998,Premium
948,170,2023-12-23,11.7,Basic
949,268,2024-05-31,51.54,Enterprise
950,1325,2024-03-19,48.22,Enterprise
951,984,2024-07-22,50.49,Enterprise
952,1615,2024-05-16,18.97,Premium
953,1635,2023-12-28,49.88,Enterprise
954,1558,2023-12-02,49.99,Enterprise
955,807,2024-10-25,51.550000000000004,Enterprise
956,1561,2024-10-03,21.009999999999998,Premium
957,1365,2024-08-20,9.540000000000001,Basic
958,1558,2023-12-17,10.96,Basic
959,1260,2024-05-02,50.7,Enterprise
960,1076,2024-06-29,21.279999999999998,Premium
961,1518,2023-11-30,51.9,Enterprise
962,684,2024-06-26,11.92,Basic
963,114,2024-08-29,19.31,Premium
964,1568,2023-11-27,8.15,Basic
965,993,2024-04-17,21.409999999999997,Premium
966,255,2024-08-28,10.28,Basic
967,1096,2024-02-10,8.05,Basic
968,1857,2024-08-16,19.11,Premium
969,1479,2024-04-08,9.26,Basic
970,1500,2024-10-10,10.89,Basic
971,1052,2024-03-14,19.56,Premium
972,1951,2024-02-26,11.8,Basic
973,1372,2024-10-06,50.330000000000005,Enterprise
974,264,2024-09-13,8.33,Basic
975,1985,2024-10-16,9.84,Basic
976,1533,2024-05-14,51.54,Enterprise
977,554,2024-03-31,20.95,Premium
978,1550,2023-12-24,51.54,Enterprise
979,1806,2024-07-27,10.93,Basic
980,390,2024-11-09,9.51,Basic
981,1015,2024-01-05,10.17,Basic
982,334,2024-07-02,49.86,Enterprise
983,774,2024-04-02,18.75,Premium
984,143,2024-09-24,18.52,Premium
985,101,2024-11-10,8.370000000000001,Basic
986,1046,2023-11-23,20.49,Premium
987,394,2024-09-01,48.74,Enterprise
988,1515,2024-08-16,11.290000000000001,Basic
989,361,2024-05-06,20.59,Premium
990,1078,2024-06-05,11.370000000000001,Basic
991,684,2024-03-20,18.24,Premium
992,1009,2024-04-11,18.07,Premium
993,1371,2024-01-20,51.88,Enterprise
994,943,2024-03-15,19.04,Premium
995,2000,2024-08-02,49.79,Enterprise
996,1130,2024-06-11,8.64,Basic
997,366,2024-11-15,18.479999999999997,Premium
998,1637,2024-05-24,51.71,Enterprise
999,280,2024-01-06,11.84,Basic
1000,1121,2023-12-14,8.27,Basic
1001,708,2024-05-07,20.95,Premium
1002,955,2024-05-17,8.75,Basic
1003,1813,2024-05-17,21.099999999999998,Premium
1004,155,2024-09-15,48.47,Enterprise
1005,1153,2024-06-20,9.22,Basic
1006,163,2024-07-19,50.06,Enterprise
1007,1747,2024-06-07,9.1,Basic
1008,629,2024-05-07,11.7,Basic
1009,15,2023-11-30,48.61,Enterprise
1010,1318,2024-04-12,48.120000000000005,Enterprise
1011,98,2024-08-07,51.510000000000005,Enterprise
1012,1012,2024-01-16,51.88,Enterprise
1013,1255,2024-05-01,19.119999999999997,Premium
1014,542,2024-09-08,9.15,Basic
1015,710,2024-07-10,21.25,Premium
1016,1466,2024-01-09,49.07,Enterprise
1017,408,2024-04-25,10.14,Basic
1018,1689,2023-12-26,19.68,Premium
1019,239,2024-07-29,21.409999999999997,Premium
1020,76,2023-12-24,51.96,Enterprise
1021,1783,2024-08-14,10.89,Basic
1022,487,2024-10-18,8.91,Basic
1023,688,2024-01-06,9.83,Basic
1024,11,2024-05-17,9.24,Basic
1025,1979,2024-01-27,48.300000000000004,Enterprise
1026,1627,2024-07-28,48.440000000000005,Enterprise
1027,101,2024-06-15,49.89,Enterprise
1028,1379,2024-06-18,21.369999999999997,Premium
1029,1340,2024-10-25,11.91,Basic
1030,767,2024-11-22,19.99,Premium
1031,1342,2024-06-20,20.79,Premium
1032,1503,2024-01-22,51.95,Enterprise
1033,1332,2024-07-19,18.919999999999998,Premium
1034,1353,2023-12-12,9.5,Basic
1035,1842,2024-06-12,8.13,Basic
1036,1315,2024-11-19,21.869999999999997,Premium
1037,1224,2023-12-23,51.57,Enterprise
1038,919,2024-08-10,18.32,Premium
1039,897,2024-10-26,50.38,Enterprise
1040,1942,2024-01-14,51.190000000000005,Enterprise
1041,1729,2024-06-21,50.56,Enterprise
1042,498,2024-10-12,11.31,Basic
1043,889,2024-11-18,10.05,Basic
1044,1544,2023-12-23,49.45,Enterprise
1045,869,2024-02-16,48.32,Enterprise
1046,614,2024-01-10,18.659999999999997,Premium
1047,1705,2023-12-09,9.66,Basic
1048,19,2024-01-31,9.55,Basic
1049,231,2023-11-24,50.18,Enterprise
1050,1565,2024-11-15,48.86,Enterprise
1051,596,2024-06-25,8.35,Basic
1052,582,2024-01-02,48.550000000000004,Enterprise
1053,1090,2024-02-16,9.040000000000001,Basic
1054,884,2023-12-17,19.939999999999998,Premium
1055,1843,2024-01-27,8.780000000000001,Basic
1056,806,2024-06-15,11.32,Basic
1057,2000,2024-02-16,11.01,Basic
1058,96,2024-10-19,50.330000000000005,Enterprise
1059,1472,2024-07-02,8.74,Basic
1060,529,2023-12-26,11.56,Basic
1061,1041,2024-03-21,48.09,Enterprise
1062,536,2023-12-28,20.389999999999997,Premium
1063,1683,2024-07-25,11.45,Basic
1064,1587,2024-02-19,20.54,Premium
1065,500,2024-11-01,21.45,Premium
1066,240,2024-07-04,20.09,Premium
1067,1485,2023-12-22,9.950000000000001,Basic
1068,1420,2024-05-01,18.29,Premium
1069,782,2023-12-05,19.229999999999997,Premium
1070,1995,2024-04-02,19.99,Premium
1071,1228,2024-03-25,21.479999999999997,Premium
1072,531,2024-08-12,51.980000000000004,Enterprise
1073,276,2023-12-23,50.89,Enterprise
1074,1241,2024-09-29,21.979999999999997,Premium
1075,1632,2024-04-01,51.39,Enterprise
1076,39,2024-02-15,11.9,Basic
1077,1405,2023-12-03,51.81,Enterprise
1078,1044,2024-09-12,9.14,Basic
1079,598,2024-08-21,18.479999999999997,Premium
1080,768,2024-08-14,9.84,Basic
1081,1671,2024-07-04,48.22,Enterprise
1082,1375,2024-08-29,21.31,Premium
1083,56,2024-02-19,9.93,Basic
1084,1043,2024-01-27,51.71,Enterprise
1085,788,2024-08-28,21.669999999999998,Premium
1086,101,2024-06-05,19.38,Premium
1087,6,2024-09-16,11.39,Basic
1088,803,2023-12-12,11.790000000000001,Basic
1089,1258,2024-09-14,10.93,Basic
1090,1943,2024-03-07,21.159999999999997,Premium
1091,156,2024-08-20,49.63,Enterprise
1092,600,2024-07-25,49.07,Enterprise
1093,1874,2024-09-01,8.44,Basic
1094,759,2024-01-26,19.849999999999998,Premium
1095,656,2024-06-09,19.66,Premium
1096,766,2024-02-02,10.86,Basic
1097,1920,2024-01-04,10.1,Basic
1098,1308,2024-08-11,8.9,Basic
1099,1959,2024-07-25,10.21,Basic
1100,1407,2024-01-07,10.27,Basic
1101,1489,2024-08-23,50.96,Enterprise
1102,1956,2024-01-03,21.639999999999997,Premium
1103,63,2024-10-30,50.27,Enterprise
1104,1513,2024-09-18,51.980000000000004,Enterprise
1105,23,2024-05-07,21.08,Premium
1106,366,2024-03-09,18.509999999999998,Premium
1107,1871,2024-04-03,9.49,Basic
1108,257,2024-08-27,50.190000000000005,Enterprise
1109,644,2024-03-10,9.94,Basic
1110,1302,2024-07-25,50.620000000000005,Enterprise
1111,1867,2023-12-25,49.54,Enterprise
1112,1787,2024-02-23,10.58,Basic
1113,289,2023-12-17,8.530000000000001,Basic
1114,798,2024-01-09,20.819999999999997,Premium
1115,887,2024-02-01,8.030000000000001,Basic
1116,1654,2024-04-13,20.259999999999998,Premium
1117,245,2024-09-09,21.869999999999997,Premium
1118,603,2024-11-11,9.63,Basic
1119,1820,2024-03-27,48.42,Enterprise
1120,793,2024-08-22,10.77,Basic
1121,492,2023-12-22,19.979999999999997,Premium
1122,1520,2024-02-11,8.1,Basic
1123,659,2024-08-30,49.410000000000004,Enterprise
1124,1235,2024-05-12,50.93,Enterprise
1125,701,2024-09-18,18.7,Premium
1126,143,2024-08-16,49.28,Enterprise
1127,1973,2024-05-20,9.58,Basic
1128,294,2024-03-09,11.33,Basic
1129,330,2024-05-30,21.5,Premium
1130,486,2024-01-03,9.78,Basic
1131,1593,2024-07-03,48.09,Enterprise
1132,942,2024-05-28,18.549999999999997,Premium
1133,648,2024-10-12,8.4,Basic
1134,1716,2024-05-29,50.89,Enterprise
1135,1345,2023-11-27,49.89,Enterprise
1136,1673,2024-05-05,21.709999999999997,Premium
1137,111,2024-06-23,9.02,Basic
1138,284,2024-01-24,8.24,Basic
1139,1981,2023-12-12,19.459999999999997,Premium
1140,1910,2023-11-29,21.04,Premium
1141,714,2024-02-10,51.4,Enterprise
1142,110,2024-06-30,49.760000000000005,Enterprise
1143,617,2024-07-19,19.34,Premium
1144,975,2024-05-03,9.44,Basic
1145,1359,2024-04-11,18.099999999999998,Premium
1146,244,2024-05-20,21.52,Premium
1147,1749,2023-12-04,50.510000000000005,Enterprise
1148,1748,2024-09-10,48.260000000000005,Enterprise
1149,587,2024-11-07,50.15,Enterprise
1150,657,2024-09-08,51.93,Enterprise
1151,54,2024-02-19,19.939999999999998,Premium
1152,748,2024-06-29,50.6,Enterprise
1153,1567,2024-08-13,18.52,Premium
1154,1544,2024-05-10,51.980000000000004,Enterprise
1155,542,2024-07-13,10.74,Basic
1156,749,2023-12-05,11.09,Basic
1157,1059,2024-07-22,10.61,Basic
1158,1722,2024-02-05,19.479999999999997,Premium
1159,1163,2024-02-23,20.41,Premium
1160,1654,2023-12-25,20.139999999999997,Premium
1161,76,2024-04-11,49.68,Enterprise
1162,49,2024-02-12,48.85,Enterprise
1163,847,2024-01-20,20.639999999999997,Premium
1164,1678,2024-02-27,9.26,Basic
1165,386,2024-11-16,21.169999999999998,Premium
1166,1683,2024-05-20,9.58,Basic
1167,884,2024-01-22,10.22,Basic
1168,1756,2024-05-16,19.63,Premium
1169,876,2024-07-06,9.6,Basic
1170,1149,2024-06-26,10.8,Basic
1171,406,2024-10-07,9.01,Basic
1172,1088,2024-10-08,49.82,Enterprise
1173,1263,2024-06-22,21.86,Premium
1174,839,2024-06-04,18.25,Premium
1175,1702,2024-10-28,8.13,Basic
1176,385,2024-09-23,20.799999999999997,Premium
1177,1454,2024-09-03,48.64,Enterprise
1178,1228,2024-07-02,19.939999999999998,Premium
1179,1932,2024-08-13,8.89,Basic
1180,1035,2024-04-07,8.48,Basic
1181,1184,2023-12-30,8.68,Basic
1182,1227,2024-02-19,9.96,Basic
1183,1257,2024-05-25,51.14,Enterprise
1184,1054,2024-10-21,11.0,Basic
1185,448,2024-03-03,8.38,Basic
1186,805,2024-05-13,18.29,Premium
1187,1191,2024-08-08,21.29,Premium
1188,1375,2024-01-06,48.29,Enterprise
1189,200,2024-02-23,50.330000000000005,Enterprise
1190,208,2023-12-29,20.18,Premium
1191,430,2023-12-27,18.43,Premium
1192,465,2024-03-27,11.01,Basic
1193,1530,2024-04-06,49.550000000000004,Enterprise
1194,1629,2024-02-21,10.57,Basic
1195,725,2024-04-25,8.66,Basic
1196,1683,2024-05-06,19.25,Premium
1197,328,2024-10-31,49.940000000000005,Enterprise
1198,1574,2024-02-24,9.66,Basic
1199,1522,2024-06-14,10.530000000000001,Basic
1200,463,2024-07-02,51.38,Enterprise
1201,1787,2023-11-28,8.52,Basic
1202,285,2024-02-14,48.11,Enterprise
1203,302,2024-01-22,9.35,Basic
1204,1133,2024-11-22,8.57,Basic
1205,238,2024-09-27,19.91,Premium
1206,359,2023-12-03,50.43,Enterprise
1207,1637,2024-08-30,51.620000000000005,Enterprise
1208,1751,2024-09-05,51.730000000000004,Enterprise
1209,784,2024-11-09,21.959999999999997,Premium
1210,460,2024-05-19,18.189999999999998,Premium
1211,622,2024-03-24,10.75,Basic
1212,855,2024-06-23,51.28,Enterprise
1213,220,2024-03-05,20.99,Premium
1214,1984,2024-07-18,50.75,Enterprise
1215,432,2024-11-01,18.189999999999998,Premium
1216,1859,2024-11-05,48.580000000000005,Enterprise
1217,1370,2024-11-11,10.09,Basic
1218,1228,2024-10-26,20.189999999999998,Premium
1219,322,2023-12-09,20.689999999999998,Premium
1220,120,2024-06-10,19.59,Premium
1221,172,2024-08-13,51.65,Enterprise
1222,1182,2024-07-13,21.409999999999997,Premium
1223,554,2024-10-19,50.65,Enterprise
1224,985,2024-05-17,11.84,Basic
1225,1257,2024-10-29,49.15,Enterprise
1226,1551,2024-01-07,9.94,Basic
1227,1908,2023-11-24,48.300000000000004,Enterprise
1228,124,2024-01-04,48.88,Enterprise
1229,1793,2024-08-04,20.22,Premium
1230,1423,2024-02-07,10.85,Basic
1231,897,2024-03-28,11.73,Basic
1232,1452,2024-03-02,51.03,Enterprise
1233,1842,2024-04-22,11.07,Basic
1234,1195,2024-09-15,18.439999999999998,Premium
1235,1669,2024-11-08,51.54,Enterprise
1236,901,2024-10-13,19.59,Premium
1237,1865,2024-01-04,11.48,Basic
1238,316,2024-01-28,51.480000000000004,Enterprise
1239,1089,2024-05-23,49.99,Enterprise
1240,1577,2024-05-25,11.97,Basic
1241,379,2024-02-01,20.36,Premium
1242,158,2024-07-16,18.349999999999998,Premium
1243,1521,2024-02-21,19.189999999999998,Premium
1244,1122,2024-01-19,20.15,Premium
1245,369,2024-08-09,11.44,Basic
1246,1265,2024-02-22,19.709999999999997,Premium
1247,292,2024-10-14,49.72,Enterprise
1248,399,2024-10-07,19.509999999999998,Premium
1249,376,2024-08-01,48.57,Enterprise
1250,1560,2024-05-31,51.75,Enterprise
1251,1508,2024-03-30,19.819999999999997,Premium
1252,580,2024-06-11,48.36,Enterprise
1253,845,2024-10-14,8.95,Basic
1254,1834,2024-08-04,10.46,Basic
1255,1774,2024-08-24,20.93,Premium
1256,146,2024-11-17,10.66,Basic
1257,1691,2024-07-24,48.85,Enterprise
1258,1457,2024-02-17,8.69,Basic
1259,24,2024-01-28,20.84,Premium
1260,875,2023-12-20,8.94,Basic
1261,42,2024-09-12,10.96,Basic
1262,65,2023-12-12,19.009999999999998,Premium
1263,218,2024-10-22,48.75,Enterprise
1264,1181,2024-05-21,20.58,Premium
1265,840,2024-04-03,10.58,Basic
1266,1813,2024-06-26,51.910000000000004,Enterprise
1267,2,2024-06-16,11.1,Basic
1268,535,2024-09-24,11.8,Basic
1269,946,2024-07-09,11.57,Basic
1270,222,2024-07-23,11.36,Basic
1271,481,2024-05-16,10.55,Basic
1272,1881,2024-07-30,9.18,Basic
1273,456,2024-04-03,49.74,Enterprise
1274,1033,2024-03-09,9.65,Basic
1275,1340,2024-08-18,21.099999999999998,Premium
1276,1718,2024-05-21,49.010000000000005,Enterprise
1277,33,2024-01-23,8.780000000000001,Basic
1278,1303,2024-05-15,10.39,Basic
1279,487,2024-10-17,21.29,Premium
1280,1534,2024-06-18,21.29,Premium
1281,1764,2024-09-24,9.39,Basic
1282,313,2024-08-27,8.06,Basic
1283,823,2024-01-09,9.57,Basic
1284,522,2024-03-04,49.0,Enterprise
1285,1342,2024-10-23,18.5,Premium
1286,1325,2024-06-05,19.669999999999998,Premium
1287,486,2024-06-14,19.709999999999997,Premium
1288,1777,2024-11-22,10.66,Basic
1289,908,2024-02-13,21.959999999999997,Premium
1290,1790,2024-01-13,48.72,Enterprise
1291,1784,2024-06-04,51.14,Enterprise
1292,163,2023-12-10,21.07,Premium
1293,1244,2024-06-13,50.06,Enterprise
1294,782,2024-05-04,9.74,Basic
